School_ID,District,Block,Urban_Rural,%_Math_Score,%_Language_Score,%_Science_Score,Teacher_Student_Ratio,Avg_Teacher_Experience_Years,Teacher_Trainings_Attended,Electricity_Available,Internet_Available,Functional_Toilets,Library_Available,%_Marginalized_Students,%_Students_With_Home_Internet,Parent_Literacy_Rate
SCH_2374,District_A,Block_A1,Rural,50.62,48.45,49.99,30.7,4.2,2,1,0.0,1,1,32.5,19.2,48.9
SCH_2375,District_B,Block_B1,Rural,52.49,55.99,60.99,27.8,15.1,1,1,0.0,0,0,35.0,31.3,60.9
SCH_2376,District_B,Block_B3,Rural,69.39,72.74,65.21,34.4,6.2,1,1,0.0,1,0,24.7,21.3,41.4
SCH_2377,District_B,Block_B3,Urban,52.96,59.53,67.67,42.7,6.9,0,1,1.0,1,1,26.1,25.5,50.56828793774319
SCH_2378,District_B,Block_B1,Rural,54.21,43.38,62.07,24.4,11.9,3,1,1.0,1,0,30.1,11.5,95.0
SCH_2379,District_C,Block_C1,Urban,75.58,77.0,80.42,39.1,6.8,0,1,0.0,1,0,9.4,45.7,66.5
SCH_2380,District_A,Block_A2,Urban,63.48,60.24,51.89,36.3,9.0,0,1,0.0,1,1,18.1,27.4,75.5
SCH_2381,District_C,Block_C3,Urban,34.05,37.97,16.65,31.1,5.2,3,1,0.0,1,1,18.5,20.5,43.3
SCH_2382,District_B,Block_B1,Rural,68.03,67.67,66.42,23.3,9.5,0,1,0.0,1,0,41.8,7.7,59.4
SCH_2383,District_C,Block_C3,Urban,72.71,69.52,56.29,22.5,5.9,4,1,1.0,1,1,9.2,32.4,75.2
SCH_2384,District_A,Block_A1,Rural,62.14,58.77,56.68,10.0,13.7,3,1,0.0,1,0,48.4,13.5,59.7
SCH_2385,District_A,Block_A1,Rural,88.67,83.47,92.26,38.0,5.9,1,1,0.0,1,1,37.9,8.3,26.6
SCH_2386,District_A,Block_A1,Rural,66.57,75.37,53.88,32.8,4.8,0,1,0.0,1,0,39.0,11.4,42.4
SCH_2387,District_A,Block_A2,Rural,46.25,49.31,42.83,27.3,16.6,5,1,0.0,1,0,39.6,11.8,40.4
SCH_2388,District_A,Block_A2,Urban,60.28,59.59,55.23,30.8,19.7,0,1,1.0,1,1,33.1,39.8,59.2
SCH_2389,District_C,Block_C1,Rural,51.84,58.45,56.39,24.7,11.3,2,1,0.0,1,0,33.2,10.9,63.4
SCH_2390,District_B,Block_B2,Rural,19.88,33.01,29.6,24.9,7.0,0,1,0.0,1,1,31.9,9.9,14.7
SCH_2391,District_B,Block_B3,Rural,58.68,43.28,63.52,27.2,11.3,1,1,0.0,1,0,25.6,6.8,61.4
SCH_2392,District_B,Block_B3,Rural,76.84,72.56,45.83,42.3,9.8,1,1,0.0,1,1,40.0,25.1,55.9
SCH_2393,District_A,Block_A3,Urban,41.18,41.21,48.79,34.2,9.4,3,1,0.0,1,0,27.9,27.8,72.4
SCH_2394,District_A,Block_A1,Rural,52.27,55.9,49.3,52.1,6.5,2,0,0.0,1,1,24.3,16.7,50.665725806451604
SCH_2395,District_B,Block_B2,Urban,59.28,52.92,55.86,37.7,14.9,1,1,0.0,1,1,9.1,32.7,37.2
SCH_2397,District_A,Block_A2,Urban,59.45,59.53,50.37,34.0,6.0,2,1,1.0,1,0,23.5,23.0,21.8
SCH_2398,District_C,Block_C3,Urban,57.1,68.39,42.54,19.4,15.0,3,0,0.0,1,1,0.0,25.1,54.6
SCH_2399,District_B,Block_B2,Rural,65.59,72.28,61.88,32.5,7.7,2,1,1.0,1,0,36.9,8.1,27.3
SCH_2400,District_A,Block_A2,Urban,48.55,50.41,47.33,31.3,9.9,2,1,1.0,1,0,29.7,33.2,55.0
SCH_2401,District_C,Block_C3,Rural,37.13,40.21,54.23,29.75,13.9,2,0,0.0,1,1,26.4,0.0,49.90759717314488
SCH_2402,District_A,Block_A2,Urban,63.76,75.32,71.49,28.2,4.7,3,1,1.0,1,1,12.6,27.8,73.6
SCH_2403,District_A,Block_A2,Urban,38.77,43.97,35.26,25.2,4.6,2,1,0.0,1,0,18.8,43.5,49.5
SCH_2404,District_A,Block_A1,Rural,62.05,73.68,72.49,25.5,8.7,4,1,0.0,1,1,26.7,1.7,36.8
SCH_2405,District_C,Block_C1,Rural,83.43,84.58,51.79,32.0,10.2,0,0,0.0,1,1,30.8,16.5,15.7
SCH_2406,District_A,Block_A3,Urban,73.55,80.24,59.61,36.2,11.1,1,1,0.0,1,0,33.9,21.5,48.6
SCH_2407,District_A,Block_A3,Urban,65.56,78.28,68.09,26.1,10.5,2,1,1.0,1,1,19.9,50.2,73.3
SCH_2408,District_A,Block_A2,Urban,75.76,76.02,67.28,38.9,14.9,1,1,1.0,1,1,21.5,32.0,50.2
SCH_2409,District_C,Block_C2,Rural,48.68,61.89,62.9,36.3,9.7,2,1,1.0,1,1,25.7,3.5,40.0
SCH_2410,District_C,Block_C1,Rural,72.36,69.32,73.29,29.75,6.1,1,0,0.0,0,0,32.6,0.4,41.6
SCH_2411,District_C,Block_C1,Urban,74.41,81.44,85.47,24.4,8.9,2,1,1.0,1,1,6.1,33.9,61.9
SCH_2413,District_C,Block_C1,Rural,43.49,48.45,42.5,29.75,4.3,1,1,0.0,1,0,35.5,35.2,59.5
SCH_2414,District_C,Block_C1,Rural,77.65,63.68,78.91,10.0,5.5,2,1,1.0,1,0,42.3,12.3,51.6
SCH_2415,District_A,Block_A2,Urban,68.69,70.12,75.94,45.6,0.0,2,0,1.0,1,1,32.1,8.5,73.7
SCH_2416,District_C,Block_C2,Urban,59.4,64.56,51.73,10.0,7.0,2,1,0.0,1,1,10.8,22.0,59.2
SCH_2417,District_C,Block_C3,Rural,40.13,48.55,47.04,23.9,7.4,2,1,0.0,1,0,36.6,16.3,21.0
SCH_2418,District_C,Block_C2,Rural,61.77,56.55,66.56,26.4,4.0,0,1,1.0,1,0,42.2,7.8,70.0
SCH_2419,District_B,Block_B2,Rural,52.97,48.92,42.08,44.0,3.6,3,1,0.0,1,1,29.5,10.8,47.1
SCH_2420,District_B,Block_B2,Rural,65.95,85.22,80.14,22.3,17.2,0,1,0.0,1,1,33.8,16.7,25.3
SCH_2421,District_B,Block_B1,Urban,73.96,55.77,74.13,24.5,6.3,4,1,1.0,1,1,37.2,36.7,62.8
SCH_2422,District_B,Block_B2,Rural,67.52,65.1,54.78,53.6,4.4,2,1,0.0,1,0,50.2,10.1,39.0
SCH_2424,District_C,Block_C2,Rural,18.94,20.75,21.04,24.5,13.8,3,1,0.0,1,0,52.9,4.5,48.16411214953271
SCH_2425,District_C,Block_C1,Urban,46.88,45.28,40.14,23.7,6.8,4,0,1.0,1,1,19.4,21.6,61.6
SCH_2426,District_A,Block_A3,Rural,56.16,54.67,48.74,15.6,7.0,1,1,0.0,1,0,37.4,0.4,42.0
SCH_2427,District_C,Block_C2,Rural,51.88,50.07,44.36,26.2,11.6,2,1,0.0,1,1,41.7,22.5,48.16411214953271
SCH_2428,District_C,Block_C3,Rural,69.29,76.21,100.0,47.8,11.3,2,1,1.0,1,0,30.1,29.2,35.0
SCH_2429,District_C,Block_C3,Rural,60.26,65.85,80.88,50.1,10.7,1,0,0.0,1,1,34.8,8.7,32.7
SCH_2430,District_B,Block_B2,Rural,50.68,59.5,54.84,30.4,8.2,2,1,0.0,1,0,46.1,0.0,19.0
SCH_2431,District_C,Block_C1,Rural,38.83,48.41,56.72,40.3,4.1,2,1,0.0,1,0,26.4,0.6,44.1
SCH_2432,District_B,Block_B1,Urban,41.61,38.05,44.65,37.0,8.9,1,1,0.0,1,0,29.5,40.3,66.4
SCH_2433,District_B,Block_B2,Rural,76.98,72.96,80.0,16.0,3.6,1,1,0.0,1,1,32.0,26.4,45.5
SCH_2434,District_C,Block_C2,Urban,41.55,66.61,55.44,39.5,6.8,1,1,1.0,1,1,10.0,25.4,88.8
SCH_2435,District_B,Block_B2,Urban,54.74,61.1,48.09,29.75,8.2,1,1,0.0,1,1,20.9,16.4,84.2
SCH_2436,District_C,Block_C3,Rural,50.7,47.97,52.43,30.6,8.8,3,1,1.0,1,0,26.2,7.2,48.7
SCH_2438,District_A,Block_A1,Urban,79.17,80.17,78.42,25.2,4.5,1,1,0.0,1,0,11.8,25.5,78.6
SCH_2439,District_C,Block_C1,Rural,48.62,56.86,51.42,41.3,10.2,1,1,0.0,1,0,54.2,4.7,29.9
SCH_2440,District_A,Block_A3,Rural,52.52,55.45,36.6,41.4,7.2,2,1,0.0,1,1,35.3,13.4,20.1
SCH_2441,District_B,Block_B3,Rural,52.98,71.49,62.03,19.0,13.9,1,1,1.0,1,1,31.9,27.6,51.9
SCH_2442,District_B,Block_B3,Urban,77.05,79.95,91.52,10.0,0.0,0,1,1.0,1,1,17.1,41.4,74.3
SCH_2443,District_A,Block_A3,Urban,69.99,73.82,72.86,23.9,7.8,1,1,1.0,1,1,9.8,34.5,65.7
SCH_2444,District_A,Block_A3,Urban,45.14,51.6,58.88,31.6,11.5,2,1,0.0,0,1,7.1,31.3,59.8
SCH_2445,District_B,Block_B2,Rural,25.64,18.79,17.46,38.6,11.2,2,1,1.0,1,1,42.8,0.0,55.9
SCH_2446,District_B,Block_B2,Rural,85.51,82.49,64.43,29.3,6.4,2,1,1.0,1,0,25.8,19.7,26.1
SCH_2447,District_B,Block_B2,Rural,63.41,57.35,51.44,26.8,13.5,3,0,0.0,1,0,46.6,15.1,54.5
SCH_2448,District_C,Block_C1,Urban,66.55,79.4,73.18,16.0,6.4,0,1,0.0,1,1,35.6,19.0,51.2
SCH_2449,District_C,Block_C3,Urban,65.93,81.42,77.08,27.4,2.8,1,1,1.0,1,1,19.0,28.1,68.0
SCH_2451,District_B,Block_B3,Rural,64.54,71.13,51.02,17.2,11.0,1,1,0.0,1,1,50.2,29.9,46.4
SCH_2452,District_C,Block_C1,Urban,65.78,65.22,66.21,19.8,13.6,2,0,0.0,1,0,34.5,24.7,54.8
SCH_2453,District_C,Block_C3,Rural,75.88,75.3,66.95,39.5,4.8,2,1,0.0,1,0,36.3,7.8,31.4
SCH_2454,District_C,Block_C2,Rural,41.11,28.91,47.16,42.4,7.8,2,1,0.0,1,1,30.9,0.0,35.0
SCH_2455,District_C,Block_C2,Rural,39.95,46.83,42.36,40.1,6.8,3,0,1.0,1,0,31.1,2.7,38.8
SCH_2456,District_C,Block_C2,Rural,61.67,67.76,78.45,41.5,7.7,0,1,0.0,1,0,29.5,6.3,27.5
SCH_2457,District_A,Block_A3,Rural,52.32,51.96,32.82,18.0,7.9,2,1,0.0,1,0,38.8,0.3,25.5
SCH_2458,District_C,Block_C1,Rural,55.52,47.6,32.56,15.1,7.0,0,1,0.0,1,0,41.3,0.4,54.1
SCH_2459,District_B,Block_B1,Urban,91.21,96.3,97.24,18.5,9.6,2,1,1.0,1,0,26.6,36.7,42.8
SCH_2460,District_B,Block_B1,Rural,71.29,90.53,54.35,25.4,8.0,1,0,0.0,1,1,28.3,17.7,33.7
SCH_2461,District_C,Block_C2,Rural,74.13,78.08,75.79,35.1,8.4,3,1,0.0,1,0,19.7,18.3,53.2
SCH_2462,District_C,Block_C3,Urban,42.42,42.1,42.62,21.0,8.9,3,1,1.0,1,0,8.6,13.8,47.5
SCH_2463,District_A,Block_A3,Urban,66.29,75.9,91.25,27.3,7.0,2,1,1.0,1,1,28.3,21.7,80.9
SCH_2464,District_B,Block_B3,Rural,67.97,74.4,83.9,40.6,9.2,3,1,0.0,1,1,41.5,11.8,32.8
SCH_2466,District_B,Block_B1,Urban,49.88,58.37,53.28,45.5,8.9,1,1,1.0,1,1,28.8,28.2,48.8
SCH_2467,District_C,Block_C2,Rural,25.47,20.44,16.35,10.0,11.9,0,1,1.0,1,0,19.3,16.1,52.7
SCH_2468,District_B,Block_B2,Urban,44.89,52.49,43.88,24.1,7.6,2,1,1.0,1,1,9.1,39.8,49.621442125237195
SCH_2470,District_C,Block_C2,Rural,38.81,44.62,43.2,31.2,3.8,1,1,0.0,1,1,45.4,0.0,33.6
SCH_2471,District_B,Block_B1,Rural,81.65,76.34,72.34,35.7,11.0,1,1,0.0,1,0,37.3,0.0,40.0
SCH_2472,District_B,Block_B1,Rural,41.67,54.14,58.33,24.0,7.7,2,0,0.0,1,1,43.5,1.2,70.9
SCH_2473,District_C,Block_C3,Rural,54.59,47.62,52.42,30.4,4.6,1,1,0.0,1,0,19.0,9.5,49.90759717314488
SCH_2475,District_A,Block_A2,Rural,74.14,76.97,75.38,14.3,5.0,0,1,0.0,1,1,21.4,17.5,32.7
SCH_2476,District_A,Block_A3,Urban,46.39,60.8,48.76,34.4,9.9,1,1,0.0,1,1,11.0,33.7,58.1
SCH_2477,District_A,Block_A3,Rural,63.0,62.63,86.77,42.3,5.8,2,1,0.0,1,1,55.5,0.0,51.9
SCH_2478,District_B,Block_B3,Urban,89.93,98.15,99.45,31.1,4.3,2,1,1.0,1,0,5.5,24.5,55.5
SCH_2479,District_B,Block_B2,Urban,51.92,49.62,49.57,14.2,10.5,3,1,1.0,1,1,1.3,32.9,93.0
SCH_2480,District_A,Block_A1,Urban,52.56,58.44,62.67,18.9,10.4,2,1,1.0,0,0,9.8,24.1,44.9
SCH_2481,District_A,Block_A1,Rural,71.26,70.64,81.07,24.6,13.2,2,1,0.0,1,0,25.5,8.3,37.7
SCH_2482,District_B,Block_B2,Rural,43.3,37.39,44.84,25.3,6.2,2,1,1.0,0,0,29.3,0.0,44.3
SCH_2483,District_C,Block_C2,Rural,71.16,68.28,79.21,49.1,8.0,3,1,0.0,1,0,48.1,11.3,26.6
SCH_2485,District_C,Block_C1,Urban,63.56,59.51,51.6,18.3,8.8,1,0,0.0,1,1,17.1,32.6,81.6
SCH_2486,District_A,Block_A2,Rural,65.34,70.34,55.22,100.0,7.8,2,1,0.0,0,1,34.5,7.9,49.65370705244123
SCH_2488,District_A,Block_A2,Rural,73.73,63.97,68.65,25.0,8.5,1,1,0.0,0,1,14.3,15.9,30.6
SCH_2489,District_C,Block_C1,Rural,66.11,69.68,51.11,12.9,8.3,3,1,0.0,1,0,43.7,5.1,37.3
SCH_2490,District_A,Block_A2,Rural,74.24,84.43,88.61,26.9,0.0,3,0,0.0,1,0,51.0,0.0,73.1
SCH_2491,District_B,Block_B1,Rural,58.85,38.19,41.39,39.3,11.9,0,1,0.0,1,1,27.7,16.2,53.7
SCH_2492,District_A,Block_A3,Rural,38.87,36.95,45.01,42.9,10.4,1,1,0.0,0,1,28.9,13.5,43.5
SCH_2493,District_A,Block_A2,Urban,74.24,100.0,70.92,40.2,7.3,2,1,0.0,1,1,23.2,21.9,67.7
SCH_2494,District_A,Block_A1,Rural,63.03,64.29,53.83,29.75,4.1,1,1,0.0,0,0,31.1,14.3,31.4
SCH_2495,District_C,Block_C2,Rural,46.26,67.32,51.46,27.3,9.2,3,1,0.0,1,0,19.9,0.0,46.5
SCH_2496,District_C,Block_C2,Rural,70.74,71.69,82.5,29.75,9.6,2,1,0.0,1,0,27.1,2.5,58.3
SCH_2497,District_B,Block_B2,Rural,40.12,34.53,36.24,39.3,3.7,3,1,0.0,1,0,24.2,11.9,64.8
SCH_2498,District_B,Block_B2,Urban,44.16,45.94,46.81,21.9,11.0,4,1,0.0,1,1,29.0,25.1,91.8
SCH_2499,District_A,Block_A1,Rural,67.52,64.11,76.27,31.8,12.8,1,1,0.0,1,1,19.7,11.6,55.8
SCH_2500,District_C,Block_C1,Urban,43.16,55.4,27.89,30.8,9.8,2,1,1.0,1,1,6.2,38.5,79.3
SCH_2501,District_C,Block_C2,Rural,56.23,58.87,66.63,35.2,7.5,1,1,0.0,1,1,26.7,3.7,60.8
SCH_2502,District_A,Block_A2,Urban,36.87,43.35,38.47,31.6,1.7,4,1,0.0,1,1,15.8,17.3,74.4
SCH_2503,District_C,Block_C1,Urban,69.26,68.05,62.5,28.2,7.3,4,1,1.0,1,1,29.0,35.4,45.4
SCH_2504,District_A,Block_A3,Urban,59.84,48.7,43.08,10.0,2.6,0,1,0.0,1,0,25.8,21.7,66.9
SCH_2505,District_A,Block_A3,Rural,75.35,76.72,85.14,10.0,12.4,1,1,1.0,1,0,22.1,3.4,30.6
SCH_2506,District_C,Block_C1,Rural,69.98,74.75,73.22,37.8,15.2,3,1,1.0,1,0,37.8,25.0,22.3
SCH_2507,District_A,Block_A3,Rural,59.89,63.0,63.17,31.4,7.8,5,1,1.0,1,1,35.3,17.2,25.9
SCH_2508,District_B,Block_B2,Rural,74.34,78.98,69.85,22.1,12.3,1,1,0.0,1,1,39.5,4.1,45.3
SCH_2509,District_A,Block_A1,Rural,46.68,47.64,47.84,28.3,6.9,1,1,0.0,1,1,37.3,15.7,47.3
SCH_2510,District_B,Block_B3,Urban,61.28,58.78,53.19,29.75,6.3,5,1,0.0,1,1,18.7,29.8,45.1
SCH_2511,District_C,Block_C2,Urban,49.89,51.93,52.46,25.1,0.9,3,0,1.0,1,0,34.3,33.6,71.6
SCH_2512,District_A,Block_A1,Rural,54.49,72.37,53.94,20.0,11.1,4,1,0.0,1,1,49.1,6.1,48.9
SCH_2513,District_A,Block_A2,Urban,68.75,73.51,85.99,38.2,5.4,2,1,0.0,1,0,26.7,10.6,43.7
SCH_2514,District_B,Block_B2,Rural,49.29,58.78,57.1,11.4,15.1,1,1,0.0,1,1,30.2,19.0,62.0
SCH_2515,District_C,Block_C3,Rural,67.52,70.53,69.3,19.5,6.5,3,1,0.0,1,0,35.5,18.3,61.0
SCH_2516,District_C,Block_C3,Rural,40.21,45.47,37.57,39.2,1.5,5,1,0.0,1,0,37.3,28.4,21.2
SCH_2517,District_B,Block_B2,Rural,35.04,39.02,22.1,15.7,4.0,3,1,0.0,1,0,45.5,17.3,42.6
SCH_2518,District_C,Block_C1,Rural,70.33,70.58,71.63,18.3,8.5,2,0,0.0,1,0,30.1,0.0,40.0
SCH_2520,District_B,Block_B1,Urban,43.63,41.07,51.58,31.7,14.2,2,1,1.0,1,0,18.9,21.8,57.6
SCH_2521,District_A,Block_A2,Urban,49.57,50.83,43.59,41.2,3.2,4,1,1.0,0,1,33.1,42.2,69.1
SCH_2522,District_A,Block_A1,Rural,38.24,45.73,43.0,28.0,6.9,2,1,0.0,1,0,46.1,11.1,39.0
SCH_2523,District_A,Block_A3,Urban,40.03,28.81,19.33,27.2,7.1,3,1,0.0,1,1,31.3,39.4,59.3
SCH_2524,District_A,Block_A1,Rural,46.04,52.72,27.09,19.5,6.2,5,1,0.0,1,0,38.6,4.9,39.7
SCH_2525,District_C,Block_C1,Rural,31.82,40.32,31.92,31.7,7.5,2,1,0.0,1,0,30.7,15.2,60.9
SCH_2526,District_C,Block_C3,Urban,46.68,44.32,40.5,28.2,13.2,3,1,1.0,1,1,26.5,30.1,84.8
SCH_2527,District_A,Block_A1,Rural,56.43,74.29,70.26,26.9,7.2,3,1,0.0,1,1,32.9,2.0,63.7
SCH_2529,District_C,Block_C1,Rural,42.59,50.09,66.85,32.9,9.8,3,1,0.0,1,1,43.1,0.6,22.4
SCH_2530,District_B,Block_B3,Rural,52.1,54.07,67.33,41.3,6.4,0,1,1.0,1,0,47.3,16.4,8.1
SCH_2531,District_B,Block_B3,Rural,51.5,53.5,44.88,23.8,5.1,0,1,0.0,1,0,34.2,0.0,37.0
SCH_2532,District_C,Block_C1,Urban,57.35,72.7,60.11,36.0,5.0,0,1,0.0,1,1,23.5,43.6,51.1
SCH_2533,District_C,Block_C1,Urban,91.23,100.0,82.99,38.0,4.2,2,1,1.0,1,1,16.5,19.7,66.7
SCH_2534,District_C,Block_C1,Rural,47.49,46.38,62.14,43.1,11.5,4,1,0.0,1,1,35.3,1.9,70.0
SCH_2535,District_C,Block_C1,Rural,45.73,45.47,57.56,27.2,9.0,0,1,0.0,1,0,39.2,14.2,43.7
SCH_2537,District_A,Block_A2,Urban,42.04,45.28,36.42,23.4,2.7,2,1,0.0,1,0,31.2,35.5,86.7
SCH_2538,District_B,Block_B2,Rural,84.72,100.0,99.04,19.0,7.8,1,1,1.0,1,1,20.5,5.6,37.7
SCH_2539,District_A,Block_A3,Rural,38.58,21.39,43.23,38.3,7.9,3,1,0.0,1,0,34.5,0.0,24.9
SCH_2540,District_B,Block_B2,Rural,49.38,55.95,35.34,24.8,7.9,0,1,0.0,1,1,37.1,0.9,25.4
SCH_2541,District_C,Block_C1,Rural,66.56,72.23,51.05,29.3,1.0,0,0,0.0,1,1,38.5,5.2,48.6
SCH_2542,District_A,Block_A3,Rural,78.0,74.02,84.96,34.7,6.5,3,1,0.0,1,0,21.6,25.4,43.2
SCH_2543,District_C,Block_C3,Urban,6.17904689080024,63.66,49.68,23.9,10.5,1,1,1.0,1,1,3.3,6.1,58.8
SCH_2544,District_A,Block_A2,Rural,67.65,55.94,57.66,42.4,1.5,5,1,0.0,1,1,33.5,11.9,54.3
SCH_2545,District_B,Block_B3,Rural,53.03,64.74,57.96,36.9,9.2,1,1,0.0,1,1,32.9,0.0,50.56828793774319
SCH_2546,District_A,Block_A3,Urban,40.35,36.66,38.52,44.1,4.2,0,1,0.0,1,1,8.7,26.0,75.6
SCH_2547,District_C,Block_C2,Rural,62.82,73.79,86.46,18.2,8.6,1,1,0.0,1,0,24.7,19.9,35.1
SCH_2548,District_C,Block_C3,Rural,39.48,49.29,48.99,41.6,7.6,1,1,0.0,1,0,36.1,21.8,32.8
SCH_2550,District_B,Block_B1,Urban,41.6,43.83,35.26,28.4,7.1,3,1,0.0,1,1,16.9,27.9,44.4
SCH_2551,District_C,Block_C3,Urban,55.35,62.0,48.69,31.3,5.8,3,1,0.0,1,0,20.6,19.8,61.0
SCH_2552,District_C,Block_C1,Rural,66.01,65.65,91.19,18.7,6.6,2,1,0.0,1,0,31.8,18.1,43.0
SCH_2553,District_B,Block_B1,Rural,54.53,54.55,79.18,10.0,2.9,2,1,0.0,1,1,24.1,9.8,31.9
SCH_2554,District_A,Block_A2,Rural,63.8,77.09,74.85,22.6,9.2,3,1,0.0,1,0,59.2,18.6,63.6
SCH_2556,District_A,Block_A2,Rural,49.81,45.16,35.14,36.7,11.3,1,1,1.0,1,1,44.2,0.0,34.5
SCH_2557,District_C,Block_C1,Rural,55.07,50.0,61.94,21.4,5.7,4,0,1.0,1,0,37.8,7.6,57.0
SCH_2558,District_B,Block_B3,Rural,78.48,85.57,81.29,35.7,10.8,3,1,1.0,1,0,30.8,17.8,27.6
SCH_2559,District_B,Block_B2,Rural,52.75,61.87,57.41,25.4,6.5,1,1,0.0,1,0,39.4,0.0,31.6
SCH_2560,District_A,Block_A1,Rural,79.43,91.15,77.94,42.0,1.4,2,1,0.0,1,1,39.6,0.0,74.4
SCH_2561,District_C,Block_C2,Rural,67.78,57.87,68.32,22.7,3.9,3,1,0.0,1,0,27.7,18.5,34.9
SCH_2562,District_A,Block_A3,Rural,36.3,33.44,32.79,20.1,7.9,2,1,0.0,1,1,31.5,32.3,25.3
SCH_2563,District_B,Block_B2,Rural,70.79,67.33,45.97,47.4,8.7,1,1,0.0,1,1,38.6,0.0,53.3
SCH_2564,District_A,Block_A1,Rural,53.48,64.36,43.63,19.4,10.7,5,1,0.0,1,1,34.3,5.3,50.665725806451604
SCH_2565,District_A,Block_A3,Urban,68.92,70.67,72.27,18.3,9.0,1,1,0.0,1,0,15.2,16.4,55.5
SCH_2566,District_A,Block_A1,Rural,81.73,82.75,69.14,24.9,7.2,5,1,0.0,1,0,42.5,25.0,51.5
SCH_2567,District_C,Block_C3,Rural,70.27,67.8,82.93,15.7,6.2,4,1,0.0,1,0,41.5,0.0,28.5
SCH_2568,District_B,Block_B1,Urban,65.05,70.98,67.56,14.7,8.8,0,1,1.0,1,1,23.1,33.0,71.5
SCH_2569,District_A,Block_A3,Rural,80.21,82.89,90.3,14.8,7.4,0,1,1.0,1,1,17.9,24.3,57.2
SCH_2570,District_A,Block_A3,Urban,72.36,79.58,87.4,38.0,13.2,2,1,0.0,1,1,2.4,25.3,54.2
SCH_2571,District_C,Block_C1,Urban,49.33,43.09,53.56,23.6,6.9,2,1,1.0,1,1,21.6,31.6,49.78229927007299
SCH_2572,District_B,Block_B3,Rural,52.27,59.95,58.03,34.2,13.6,3,1,1.0,1,1,37.8,15.8,50.56828793774319
SCH_2573,District_A,Block_A2,Urban,58.67,70.27,66.63,29.9,9.0,1,1,0.0,1,1,8.7,44.5,62.2
SCH_2574,District_B,Block_B2,Rural,41.18,43.8,33.97,26.3,7.7,1,1,0.0,1,0,34.6,5.2,47.3
SCH_2575,District_B,Block_B1,Rural,63.46,73.88,71.33,28.7,10.8,3,1,1.0,1,1,43.4,13.7,51.0
SCH_2576,District_A,Block_A1,Urban,73.45,88.06,71.62,22.5,11.4,1,1,0.0,1,1,10.9,28.7,64.1
SCH_2577,District_A,Block_A2,Rural,43.72,37.59,44.87,35.1,6.1,2,1,0.0,1,0,32.7,11.5,39.1
SCH_2578,District_B,Block_B3,Rural,39.02,39.93,18.68,39.0,16.2,1,1,0.0,1,0,13.2,0.0,49.9
SCH_2579,District_B,Block_B2,Rural,27.42,32.27,33.44,31.2,14.0,2,1,0.0,1,1,34.5,12.2,38.9
SCH_2580,District_C,Block_C1,Rural,34.06,27.96,25.13,29.75,4.3,2,1,0.0,1,0,20.9,16.7,48.0
SCH_2581,District_A,Block_A1,Rural,79.63,87.48,89.88,14.7,0.0,0,1,0.0,1,0,43.6,15.4,52.8
SCH_2582,District_A,Block_A1,Urban,52.49,48.86,63.54,23.3,6.2,1,1,0.0,1,1,32.3,36.3,76.5
SCH_2583,District_C,Block_C3,Rural,66.2,71.55,69.26,26.8,6.3,4,1,0.0,0,0,33.5,16.1,24.9
SCH_2584,District_A,Block_A2,Rural,76.97,79.18,69.28,37.9,3.4,4,1,0.0,1,1,25.0,9.8,52.1
SCH_2585,District_B,Block_B2,Rural,25.77,25.51,30.19,33.9,7.3,2,1,0.0,1,1,31.6,0.0,37.2
SCH_2586,District_C,Block_C2,Urban,47.62,62.18,56.38,49.7,8.0,3,1,1.0,1,0,8.3,21.7,58.8
SCH_2587,District_C,Block_C1,Rural,29.44,29.47,25.06,33.8,7.0,3,1,0.0,1,0,41.3,2.2,44.9
SCH_2591,District_B,Block_B2,Rural,63.22,67.37,62.06,21.3,0.0,2,1,1.0,1,0,26.5,13.5,48.3
SCH_2592,District_B,Block_B3,Rural,48.56,45.45,54.12,39.1,10.8,1,1,0.0,1,0,30.3,0.0,65.4
SCH_2593,District_B,Block_B2,Urban,76.61,84.61,100.0,27.0,5.2,1,1,0.0,1,1,20.6,27.1,70.9
SCH_2594,District_C,Block_C1,Rural,54.63,67.68,66.44,28.9,4.9,1,1,1.0,1,0,32.5,0.0,48.4
SCH_2595,District_A,Block_A1,Urban,60.63,55.03,65.2,38.7,10.7,0,1,0.0,1,0,15.5,18.1,66.2
SCH_2596,District_C,Block_C3,Urban,29.64,29.48,34.78,34.9,1.9,2,1,0.0,1,1,28.4,31.6,56.4
SCH_2597,District_A,Block_A1,Urban,55.71,65.28,70.9,33.7,7.1,1,1,1.0,1,1,27.9,17.4,58.1
SCH_2598,District_A,Block_A2,Rural,43.25,33.81,27.97,35.0,9.8,1,1,1.0,1,1,41.6,14.3,35.2
SCH_2599,District_C,Block_C2,Rural,53.63,65.86,76.58,29.75,6.1,3,1,0.0,1,0,33.9,17.8,56.9
SCH_2600,District_C,Block_C3,Urban,63.6,63.68,64.59,40.6,9.6,2,1,0.0,1,1,0.0,16.3,60.7
SCH_2601,District_B,Block_B1,Urban,57.62,56.41,63.64,21.9,11.6,3,1,0.0,1,0,26.2,62.8,69.2
SCH_2602,District_C,Block_C2,Rural,58.21,73.47,48.87,24.2,7.1,0,1,0.0,1,1,32.2,0.0,48.16411214953271
SCH_2603,District_B,Block_B3,Rural,75.41,76.22,73.29,22.4,2.2,2,0,0.0,1,0,28.4,1.9,64.7
